answer,word_ids,vocab_size,predicted_profiles
modifier,"[19, 12, 20, 6, 22, 6, 4, 11]",34,"[0.4066976308822632, 0.1005307212471962, 0.1616293489933014, 0.28310203552246094, 0.048040300607681274]"
parallel structure,"[3, 2, 11, 2, 14, 14, 4, 14, 31, 7, 8, 11, 13, 18, 8, 13, 11, 4]",34,"[0.18120349943637848, 0.0169929638504982, 0.7494409084320068, 0.048625845462083817, 0.0037367516197264194]"
phrase,"[3, 9, 11, 2, 7, 4]",34,"[0.375651478767395, 0.26181116700172424, 0.1091182604432106, 0.18695272505283356, 0.0664663165807724]"
rhetorical question,"[11, 9, 4, 8, 12, 11, 6, 18, 2, 14, 31, 24, 13, 4, 7, 8, 6, 12, 5]",34,"[0.3327675461769104, 0.10274756699800491, 0.23591828346252441, 0.3164387345314026, 0.012127935886383057]"
semantic,"[7, 4, 19, 2, 5, 8, 6, 18]",34,"[0.1186421737074852, 0.3322390615940094, 0.12437427788972855, 0.37616533041000366, 0.04857910796999931]"
subordinating conjunction,"[7, 13, 10, 12, 11, 20, 6, 5, 2, 8, 6, 5, 17, 31, 18, 12, 5, 23, 13, 5, 18, 8, 6, 12, 5]",34,"[0.07722392678260803, 0.027428120374679565, 0.530730128288269, 0.35366562008857727, 0.010952229611575603]"
biodiversity,"[10, 6, 12, 20, 6, 28, 4, 11, 7, 6, 8, 21]",34,"[0.26537689566612244, 0.12744095921516418, 0.40151405334472656, 0.1801736056804657, 0.025494491681456566]"
cell,"[18, 4, 14, 14]",34,"[0.4134416878223419, 0.10730956494808197, 0.29678022861480713, 0.08160879462957382, 0.10085966438055038]"
civilization,"[18, 6, 28, 6, 14, 6, 15, 2, 8, 6, 12, 5]",34,"[0.12718620896339417, 0.4991537928581238, 0.24069726467132568, 0.10811901092529297, 0.024843739345669746]"
climate zone,"[18, 14, 6, 19, 2, 8, 4, 31, 15, 12, 5, 4]",34,"[0.6159265637397766, 0.03504292294383049, 0.14047923684120178, 0.18018381297588348, 0.028367523103952408]"
coefficient,"[18, 12, 4, 22, 22, 6, 18, 6, 4, 5, 8]",34,"[0.23974423110485077, 0.03273448720574379, 0.5845761895179749, 0.11099282652139664, 0.03195223957300186]"
control group,"[18, 12, 5, 8, 11, 12, 14, 31, 17, 11, 12, 13, 3]",34,"[0.16587486863136292, 0.29770007729530334, 0.14681939780712128, 0.35009998083114624, 0.03950563073158264]"
convection,"[18, 12, 5, 28, 4, 18, 8, 6, 12, 5]",34,"[0.13565801084041595, 0.08098000288009644, 0.34374701976776123, 0.3956299424171448, 0.04398505762219429]"
dependent variable,"[20, 4, 3, 4, 5, 20, 4, 5, 8, 31, 28, 2, 11, 6, 2, 10, 14, 4]",34,"[0.07386389374732971, 0.0776960551738739, 0.045083992183208466, 0.7867164611816406, 0.016639605164527893]"
empire,"[4, 19, 3, 6, 11, 4]",34,"[0.6633347272872925, 0.03341175615787506, 0.11198002099990845, 0.17295928299427032, 0.01831425353884697]"
energy transfer,"[4, 5, 4, 11, 17, 21, 31, 8, 11, 2, 5, 7, 22, 4, 11]",34,"[0.4552432596683502, 0.11928565800189972, 0.19081321358680725, 0.1911875307559967, 0.04347042739391327]"
equation,"[4, 24, 13, 2, 8, 6, 12, 5]",34,"[0.11831796914339066, 0.16034545004367828, 0.28297680616378784, 0.41609126329421997, 0.022268537431955338]"
expression,"[4, 27, 3, 11, 4, 7, 7, 6, 12, 5]",34,"[0.07801315188407898, 0.024686450138688087, 0.7962799072265625, 0.08471187949180603, 0.016308719292283058]"
feudalism,"[22, 4, 13, 20, 2, 14, 6, 7, 19]",34,"[0.23014768958091736, 0.21309147775173187, 0.2767964005470276, 0.24115100502967834, 0.03881349042057991]"
geological,"[17, 4, 12, 14, 12, 17, 6, 18, 2, 14]",34,"[0.08767154812812805, 0.18082866072654724, 0.14913798868656158, 0.5731260180473328, 0.00923565961420536]"
independent variable,"[6, 5, 20, 4, 3, 4, 5, 20, 4, 5, 8, 31, 28, 2, 11, 6, 2, 10, 14, 4]",34,"[0.06748570501804352, 0.0613725408911705, 0.045080676674842834, 0.8149603009223938, 0.01110079139471054]"
kinetic energy,"[16, 6, 5, 4, 8, 6, 18, 31, 4, 5, 4, 11, 17, 21]",34,"[0.3817729651927948, 0.10177551209926605, 0.11957625299692154, 0.19278410077095032, 0.2040911316871643]"
latitude,"[14, 2, 8, 6, 8, 13, 20, 4]",34,"[0.15706394612789154, 0.13283246755599976, 0.6186050772666931, 0.08536753803491592, 0.0061309365555644035]"
longitude,"[14, 12, 5, 17, 6, 8, 13, 20, 4]",34,"[0.12150995433330536, 0.12465719133615494, 0.6448158025741577, 0.1017019972205162, 0.0073150829412043095]"
membrane,"[19, 4, 19, 10, 11, 2, 5, 4]",34,"[0.11838637292385101, 0.5249469876289368, 0.07283282279968262, 0.2639215290546417, 0.01991225779056549]"
monarchy,"[19, 12, 5, 2, 11, 18, 9, 21]",34,"[0.16320228576660156, 0.43722379207611084, 0.1547129601240158, 0.18686312437057495, 0.0579979382455349]"
natural selection,"[5, 2, 8, 13, 11, 2, 14, 31, 7, 4, 14, 4, 18, 8, 6, 12, 5]",34,"[0.1669313758611679, 0.16844035685062408, 0.4301944673061371, 0.2186964899301529, 0.015737315639853477]"
nucleus,"[5, 13, 18, 14, 4, 13, 7]",34,"[0.6691398620605469, 0.05832873657345772, 0.11908069252967834, 0.1238279864192009, 0.029622573405504227]"
organelle,"[12, 11, 17, 2, 5, 4, 14, 14, 4]",34,"[0.34634971618652344, 0.009005686268210411, 0.5497422218322754, 0.08739995956420898, 0.007502363529056311]"
plate tectonics,"[3, 14, 2, 8, 4, 31, 8, 4, 18, 8, 12, 5, 6, 18, 7]",34,"[0.4780411720275879, 0.035267557948827744, 0.18906548619270325, 0.2758205533027649, 0.021805254742503166]"
potential energy,"[3, 12, 8, 4, 5, 8, 6, 2, 14, 31, 4, 5, 4, 11, 17, 21]",34,"[0.14707687497138977, 0.27952584624290466, 0.10954085737466812, 0.4392431974411011, 0.024613099172711372]"
rate,"[11, 2, 8, 4]",34,"[0.5214759707450867, 0.18415184319019318, 0.09428837150335312, 0.17000137269496918, 0.03008253686130047]"
Reformation,"[11, 4, 22, 12, 11, 19, 2, 8, 6, 12, 5]",34,"[0.12345462292432785, 0.32201775908470154, 0.25273826718330383, 0.28894463181495667, 0.012844737619161606]"
Renaissance,"[11, 4, 5, 2, 6, 7, 7, 2, 5, 18, 4]",34,"[0.2467852234840393, 0.12386950105428696, 0.1917850524187088, 0.37471112608909607, 0.06284910440444946]"
thermal energy,"[8, 9, 4, 11, 19, 2, 14, 31, 4, 5, 4, 11, 17, 21]",34,"[0.20491591095924377, 0.2692786455154419, 0.15848836302757263, 0.3389967083930969, 0.028320394456386566]"
topography,"[8, 12, 3, 12, 17, 11, 2, 3, 9, 21]",34,"[0.08111167699098587, 0.7335000038146973, 0.03412497788667679, 0.14184227585792542, 0.009421092458069324]"
external conflict,"[4, 27, 8, 4, 11, 5, 2, 14, 31, 18, 12, 5, 22, 14, 6, 18, 8]",34,"[0.094956174492836, 0.02611386962234974, 0.7752107977867126, 0.08322412520647049, 0.020495055243372917]"
internal conflict,"[6, 5, 8, 4, 11, 5, 2, 14, 31, 18, 12, 5, 22, 14, 6, 18, 8]",34,"[0.12024626135826111, 0.038731079548597336, 0.7197397947311401, 0.098951555788517, 0.022331343963742256]"
outcome,"[12, 13, 8, 18, 12, 19, 4]",34,"[0.19675077497959137, 0.06821351498365402, 0.6244617700576782, 0.09196426719427109, 0.018609676510095596]"
pacing,"[3, 2, 18, 6, 5, 17]",34,"[0.15228843688964844, 0.3623092472553253, 0.31861379742622375, 0.10791093856096268, 0.05887765809893608]"
sarcasm,"[7, 2, 11, 18, 2, 7, 19]",34,"[0.43558987975120544, 0.09093727171421051, 0.2745521366596222, 0.15157616138458252, 0.047344546765089035]"
subgenre,"[7, 13, 10, 17, 4, 5, 11, 4]",34,"[0.16226142644882202, 0.28175273537635803, 0.1404324620962143, 0.39412736892700195, 0.021425915881991386]"
amalgamate,"[2, 19, 2, 14, 17, 2, 19, 2, 8, 4]",34,"[0.14058180153369904, 0.018805773928761482, 0.7033968567848206, 0.12995508313179016, 0.007260552607476711]"
articulate,"[2, 11, 8, 6, 18, 13, 14, 2, 8, 4]",34,"[0.16755180060863495, 0.3208097517490387, 0.24322715401649475, 0.254536896944046, 0.01387439388781786]"
assert,"[2, 7, 7, 4, 11, 8]",34,"[0.2584550380706787, 0.08782076090574265, 0.45156803727149963, 0.15091663599014282, 0.051239483058452606]"
authenticate,"[2, 13, 8, 9, 4, 5, 8, 6, 18, 2, 8, 4]",34,"[0.1271132379770279, 0.2418033629655838, 0.2852323651313782, 0.3346254229545593, 0.011225678957998753]"
bibliography,"[10, 6, 10, 14, 6, 12, 17, 11, 2, 3, 9, 21]",34,"[0.04669059067964554, 0.7702772617340088, 0.07712743431329727, 0.0927027240395546, 0.013202047906816006]"
concession,"[18, 12, 5, 18, 4, 7, 7, 6, 12, 5]",34,"[0.17329424619674683, 0.09069164097309113, 0.32104161381721497, 0.2862078845500946, 0.12876465916633606]"
contend,"[18, 12, 5, 8, 4, 5, 20]",34,"[0.11015738546848297, 0.5148319602012634, 0.07071952521800995, 0.25827082991600037, 0.0460202656686306]"
convey,"[18, 12, 5, 28, 4, 21]",34,"[0.19246038794517517, 0.04785095527768135, 0.2150820791721344, 0.4859008491039276, 0.0587056465446949]"
discern,"[20, 6, 7, 18, 4, 11, 5]",34,"[0.22551262378692627, 0.08414087444543839, 0.3710707426071167, 0.15651394426822662, 0.16276173293590546]"
discrepancy,"[20, 6, 7, 18, 11, 4, 3, 2, 5, 18, 21]",34,"[0.1901235580444336, 0.03389745205640793, 0.4526199400424957, 0.2658635377883911, 0.05749548226594925]"
dispute,"[20, 6, 7, 3, 13, 8, 4]",34,"[0.19064228236675262, 0.04295240715146065, 0.1337641477584839, 0.5991322994232178, 0.03350885584950447]"
hypothesize,"[9, 21, 3, 12, 8, 9, 4, 7, 6, 15, 4]",34,"[0.2123766988515854, 0.1315459907054901, 0.16914616525173187, 0.39430683851242065, 0.09262438863515854]"
merit,"[19, 4, 11, 6, 8]",34,"[0.45707958936691284, 0.22867612540721893, 0.10616389662027359, 0.1439271867275238, 0.06415324658155441]"
methodology,"[19, 4, 8, 9, 12, 20, 12, 14, 12, 17, 21]",34,"[0.07912195473909378, 0.3298214077949524, 0.07301667332649231, 0.505804181098938, 0.012235729023814201]"
plagiarize,"[3, 14, 2, 17, 6, 2, 11, 6, 15, 4]",34,"[0.2049158364534378, 0.43388497829437256, 0.15118874609470367, 0.13154461979866028, 0.07846587151288986]"
prejudice,"[3, 11, 4, 23, 13, 20, 6, 18, 4]",34,"[0.6328683495521545, 0.06047294661402702, 0.15918058156967163, 0.1321079581975937, 0.015370178036391735]"
preliminary,"[3, 11, 4, 14, 6, 19, 6, 5, 2, 11, 21]",34,"[0.15393994748592377, 0.40296927094459534, 0.2416168749332428, 0.18787583708763123, 0.013598167337477207]"
propaganda,"[3, 11, 12, 3, 2, 17, 2, 5, 20, 2]",34,"[0.07187569886445999, 0.0184637364000082, 0.10448708385229111, 0.7988324165344238, 0.006341038271784782]"
scrutinize,"[7, 18, 11, 13, 8, 6, 5, 6, 15, 4]",34,"[0.3165174126625061, 0.09895314276218414, 0.33038994669914246, 0.1939776986837387, 0.06016182154417038]"
speculate,"[7, 3, 4, 18, 13, 14, 2, 8, 4]",34,"[0.2890268564224243, 0.37629279494285583, 0.04543621838092804, 0.2725931704044342, 0.01665092445909977]"
stereotype,"[7, 8, 4, 11, 4, 12, 8, 21, 3, 4]",34,"[0.2173261046409607, 0.0779603123664856, 0.22695115208625793, 0.4330611228942871, 0.04470131918787956]"
unify,"[13, 5, 6, 22, 21]",34,"[0.23267827928066254, 0.2676521837711334, 0.18714722990989685, 0.14890488982200623, 0.16361738741397858]"
accumulate,"[2, 18, 18, 13, 19, 13, 14, 2, 8, 4]",34,"[0.14180926978588104, 0.3072602450847626, 0.14577533304691315, 0.3901956081390381, 0.014959489926695824]"
adequate,"[2, 20, 4, 24, 13, 2, 8, 4]",34,"[0.1474159061908722, 0.06650735437870026, 0.1575714647769928, 0.6136833429336548, 0.014822018332779408]"
advocate,"[2, 20, 28, 12, 18, 2, 8, 4]",34,"[0.13066700100898743, 0.10061068087816238, 0.4328322410583496, 0.3225860595703125, 0.013303999789059162]"
allude,"[2, 14, 14, 13, 20, 4]",34,"[0.44025224447250366, 0.028471406549215317, 0.5086681246757507, 0.015625150874257088, 0.0069831497967243195]"
ambivalent,"[2, 19, 10, 6, 28, 2, 14, 4, 5, 8]",34,"[0.19165349006652832, 0.13779975473880768, 0.49632763862609863, 0.15202419459819794, 0.02219492197036743]"
apprehensive,"[2, 3, 3, 11, 4, 9, 4, 5, 7, 6, 28, 4]",34,"[0.10307399183511734, 0.0823812410235405, 0.7223438620567322, 0.0830245390534401, 0.009176387451589108]"
authentic,"[2, 13, 8, 9, 4, 5, 8, 6, 18]",34,"[0.09127353876829147, 0.4617478847503662, 0.19809605181217194, 0.21784734725952148, 0.031035123392939568]"
biased,"[10, 6, 2, 7, 4, 20]",34,"[0.3129032254219055, 0.3611457645893097, 0.17047910392284393, 0.059099774807691574, 0.0963720977306366]"
compatible,"[18, 12, 19, 3, 2, 8, 6, 10, 14, 4]",34,"[0.03999905660748482, 0.06805503368377686, 0.10053117573261261, 0.7834987640380859, 0.00791595783084631]"
compelling,"[18, 12, 19, 3, 4, 14, 14, 6, 5, 17]",34,"[0.11797337234020233, 0.10374607890844345, 0.6953128576278687, 0.06471402943134308, 0.01825372502207756]"
concise,"[18, 12, 5, 18, 6, 7, 4]",34,"[0.1893807202577591, 0.19547520577907562, 0.15406078100204468, 0.18203777074813843, 0.2790454924106598]"
conclusive,"[18, 12, 5, 18, 14, 13, 7, 6, 28, 4]",34,"[0.16689658164978027, 0.03590096905827522, 0.6549516320228577, 0.12012959271669388, 0.022121278569102287]"
contemplate,"[18, 12, 5, 8, 4, 19, 3, 14, 2, 8, 4]",34,"[0.15443512797355652, 0.09001387655735016, 0.26638004183769226, 0.4720020294189453, 0.017169037833809853]"
convergent,"[18, 12, 5, 28, 4, 11, 17, 4, 5, 8]",34,"[0.16860637068748474, 0.10289480537176132, 0.26553967595100403, 0.4229825735092163, 0.03997664898633957]"
cynical,"[18, 21, 5, 6, 18, 2, 14]",34,"[0.1835009902715683, 0.11908868700265884, 0.30133435130119324, 0.22131960093975067, 0.17475639283657074]"
deficient,"[20, 4, 22, 6, 18, 6, 4, 5, 8]",34,"[0.19390909373760223, 0.32043465971946716, 0.19342836737632751, 0.23399268090724945, 0.05823509395122528]"
definitive,"[20, 4, 22, 6, 5, 6, 8, 6, 28, 4]",34,"[0.12440475821495056, 0.09783384203910828, 0.3629192113876343, 0.39236944913864136, 0.022472737357020378]"
deliberate,"[20, 4, 14, 6, 10, 4, 11, 2, 8, 4]",34,"[0.3264784812927246, 0.42179667949676514, 0.11771285533905029, 0.10859731584787369, 0.0254147220402956]"
diminish,"[20, 6, 19, 6, 5, 6, 7, 9]",34,"[0.1612021028995514, 0.3129209578037262, 0.34807679057121277, 0.09960249066352844, 0.07819764316082001]"
disparate,"[20, 6, 7, 3, 2, 11, 2, 8, 4]",34,"[0.16808554530143738, 0.051704809069633484, 0.09081244468688965, 0.6646171808242798, 0.024779988452792168]"
divergent,"[20, 6, 28, 4, 11, 17, 4, 5, 8]",34,"[0.2926962077617645, 0.16792093217372894, 0.31025856733322144, 0.2097741812467575, 0.019350120797753334]"
dubious,"[20, 13, 10, 6, 12, 13, 7]",34,"[0.14709894359111786, 0.13219697773456573, 0.6079608798027039, 0.08865298330783844, 0.02409018948674202]"
empathetic,"[4, 19, 3, 2, 8, 9, 4, 8, 6, 18]",34,"[0.0609605573117733, 0.10383380949497223, 0.5051080584526062, 0.30708494782447815, 0.023012615740299225]"
evoke,"[4, 28, 12, 16, 4]",34,"[0.660474419593811, 0.04353206977248192, 0.20716531574726105, 0.06995253264904022, 0.01887560449540615]"
exemplary,"[4, 27, 4, 19, 3, 14, 2, 11, 21]",34,"[0.15677808225154877, 0.11999204009771347, 0.082359179854393, 0.5956312417984009, 0.045239441096782684]"
fluctuate,"[22, 14, 13, 18, 8, 13, 2, 8, 4]",34,"[0.04201753810048103, 0.008268345147371292, 0.7641279697418213, 0.17499984800815582, 0.010586317628622055]"
heterogeneous,"[9, 4, 8, 4, 11, 12, 17, 4, 5, 4, 12, 13, 7]",34,"[0.18979880213737488, 0.18267236649990082, 0.2710544168949127, 0.3503742218017578, 0.006100127939134836]"
homogeneous,"[9, 12, 19, 12, 17, 4, 5, 4, 12, 13, 7]",34,"[0.1369921863079071, 0.2764940857887268, 0.146114781498909, 0.4321760833263397, 0.008222830481827259]"
illuminate,"[6, 14, 14, 13, 19, 6, 5, 2, 8, 4]",34,"[0.06653115153312683, 0.04618770629167557, 0.781470775604248, 0.09978452324867249, 0.006025776732712984]"
impartial,"[6, 19, 3, 2, 11, 8, 6, 2, 14]",34,"[0.11598636209964752, 0.10549324005842209, 0.3314755856990814, 0.42618176341056824, 0.020863002166152]"
indisputable,"[6, 5, 20, 6, 7, 3, 13, 8, 2, 10, 14, 4]",34,"[0.0378204807639122, 0.04750147461891174, 0.02156725339591503, 0.885184645652771, 0.0079262163490057]"
legitimate,"[14, 4, 17, 6, 8, 6, 19, 2, 8, 4]",34,"[0.06816346198320389, 0.09213250130414963, 0.13600915670394897, 0.6892430782318115, 0.014451736584305763]"
mediocre,"[19, 4, 20, 6, 12, 18, 11, 4]",34,"[0.2714046835899353, 0.27448928356170654, 0.2187378704547882, 0.17550028860569, 0.059867896139621735]"
naive,"[5, 2, 6, 28, 4]",34,"[0.5282038450241089, 0.09934993833303452, 0.2212483435869217, 0.13243414461612701, 0.01876376010477543]"
pertinent,"[3, 4, 11, 8, 6, 5, 4, 5, 8]",34,"[0.23700809478759766, 0.24553124606609344, 0.21708768606185913, 0.2687358856201172, 0.03163714334368706]"
plausible,"[3, 14, 2, 13, 7, 6, 10, 14, 4]",34,"[0.37370821833610535, 0.12633652985095978, 0.025129104033112526, 0.443214476108551, 0.03161170706152916]"
proficient,"[3, 11, 12, 22, 6, 18, 6, 4, 5, 8]",34,"[0.14125220477581024, 0.07255804538726807, 0.5190621614456177, 0.22875338792800903, 0.038374245166778564]"
prosper,"[3, 11, 12, 7, 3, 4, 11]",34,"[0.21104206144809723, 0.06227428466081619, 0.1215948835015297, 0.4847697615623474, 0.12031904608011246]"
scrutiny,"[7, 18, 11, 13, 8, 6, 5, 21]",34,"[0.17880284786224365, 0.08243706822395325, 0.3751300275325775, 0.3035835325717926, 0.06004662439227104]"
skeptical,"[7, 16, 4, 3, 8, 6, 18, 2, 14]",34,"[0.14455345273017883, 0.06493319571018219, 0.6585928201675415, 0.11986533552408218, 0.012055158615112305]"
subtle,"[7, 13, 10, 8, 14, 4]",34,"[0.20728926360607147, 0.4286935329437256, 0.08635139465332031, 0.2651044428348541, 0.012561465613543987]"
succinct,"[7, 13, 18, 18, 6, 5, 18, 8]",34,"[0.13624338805675507, 0.04879509657621384, 0.6259526014328003, 0.1434418261051178, 0.04556708410382271]"
surplus,"[7, 13, 11, 3, 14, 13, 7]",34,"[0.4265184998512268, 0.07635825872421265, 0.341280460357666, 0.11187883466482162, 0.04396392032504082]"
tentative,"[8, 4, 5, 8, 2, 8, 6, 28, 4]",34,"[0.1397349089384079, 0.1457361876964569, 0.30627307295799255, 0.3999456763267517, 0.008310144767165184]"
tolerant,"[8, 12, 14, 4, 11, 2, 5, 8]",34,"[0.3898867964744568, 0.2775743901729584, 0.05698121339082718, 0.25872543454170227, 0.016832131892442703]"
undermine,"[13, 5, 20, 4, 11, 19, 6, 5, 4]",34,"[0.26059094071388245, 0.4037429690361023, 0.13641133904457092, 0.18403024971485138, 0.015224520117044449]"
unequivocal,"[13, 5, 4, 24, 13, 6, 28, 12, 18, 2, 14]",34,"[0.24730491638183594, 0.2544756531715393, 0.4181634187698364, 0.07329050451517105, 0.006765460129827261]"
acceleration,"[2, 18, 18, 4, 14, 4, 11, 2, 8, 6, 12, 5]",34,"[0.1154450997710228, 0.3923969864845276, 0.17047929763793945, 0.2868615984916687, 0.034816909581422806]"
biome,"[10, 6, 12, 19, 4]",34,"[0.32823726534843445, 0.14910365641117096, 0.39089852571487427, 0.10198144614696503, 0.029779139906167984]"
chromosome,"[18, 9, 11, 12, 19, 12, 7, 12, 19, 4]",34,"[0.34670335054397583, 0.0984329879283905, 0.2876005172729492, 0.25009793043136597, 0.017165273427963257]"
decomposition,"[20, 4, 18, 12, 19, 3, 12, 7, 6, 8, 6, 12, 5]",34,"[0.05943874642252922, 0.35289180278778076, 0.14839690923690796, 0.4245237112045288, 0.014748821966350079]"
element,"[4, 14, 4, 19, 4, 5, 8]",34,"[0.25379693508148193, 0.3002717196941376, 0.18102805316448212, 0.2289242446422577, 0.0359790213406086]"
empirical,"[4, 19, 3, 6, 11, 6, 18, 2, 14]",34,"[0.15653230249881744, 0.1098451092839241, 0.3349560797214508, 0.3728456199169159, 0.025820916518568993]"
entrepreneur,"[4, 5, 8, 11, 4, 3, 11, 4, 5, 4, 13, 11]",34,"[0.3037613034248352, 0.06635244935750961, 0.4111822843551636, 0.19934357702732086, 0.019360369071364403]"
gene,"[17, 4, 5, 4]",34,"[0.24749226868152618, 0.2266928106546402, 0.1692851334810257, 0.2770950198173523, 0.07943478226661682]"
heredity,"[9, 4, 11, 4, 20, 6, 8, 21]",34,"[0.2161729782819748, 0.2884894609451294, 0.2703414857387543, 0.1709696352481842, 0.05402649939060211]"
immigration,"[6, 19, 19, 6, 17, 11, 2, 8, 6, 12, 5]",34,"[0.045234862715005875, 0.06692256778478622, 0.5983570218086243, 0.27937960624694824, 0.010105959139764309]"
imperialism,"[6, 19, 3, 4, 11, 6, 2, 14, 6, 7, 19]",34,"[0.15122920274734497, 0.28065577149391174, 0.18599456548690796, 0.3401009440422058, 0.04201953485608101]"
industrialization,"[6, 5, 20, 13, 7, 8, 11, 6, 2, 14, 6, 15, 2, 8, 6, 12, 5]",34,"[0.09254535287618637, 0.4210467040538788, 0.3559599220752716, 0.12254613637924194, 0.0079018110409379]"
inertia,"[6, 5, 4, 11, 8, 6, 2]",34,"[0.22407077252864838, 0.3483086824417114, 0.2653818130493164, 0.1239786297082901, 0.0382600799202919]"
inflation,"[6, 5, 22, 14, 2, 8, 6, 12, 5]",34,"[0.08562517166137695, 0.24774600565433502, 0.5393276214599609, 0.1173718199133873, 0.009929394349455833]"
migration,"[19, 6, 17, 11, 2, 8, 6, 12, 5]",34,"[0.0716237872838974, 0.3920478820800781, 0.12392453104257584, 0.3933711349964142, 0.01903269998729229]"
momentum,"[19, 12, 19, 4, 5, 8, 13, 19]",34,"[0.14640650153160095, 0.4525114893913269, 0.1997196525335312, 0.18687713146209717, 0.014485273510217667]"
mutation,"[19, 13, 8, 2, 8, 6, 12, 5]",34,"[0.09835982322692871, 0.2643187940120697, 0.3978927433490753, 0.2265176624059677, 0.012910917401313782]"
nationalism,"[5, 2, 8, 6, 12, 5, 2, 14, 6, 7, 19]",34,"[0.09583546966314316, 0.1686038374900818, 0.5534110069274902, 0.16514094173908234, 0.01700877770781517]"
periodic table,"[3, 4, 11, 6, 12, 20, 6, 18, 31, 8, 2, 10, 14, 4]",34,"[0.18056431412696838, 0.3308747708797455, 0.04639234021306038, 0.40677309036254883, 0.03539551421999931]"
predator,"[3, 11, 4, 20, 2, 8, 12, 11]",34,"[0.15238575637340546, 0.264011025428772, 0.1993691772222519, 0.37649819254875183, 0.007735869847238064]"
qualitative,"[24, 13, 2, 14, 6, 8, 2, 8, 6, 28, 4]",34,"[0.255614310503006, 0.11941730976104736, 0.4327199161052704, 0.18754835426807404, 0.004700112156569958]"
quantitative,"[24, 13, 2, 5, 8, 6, 8, 2, 8, 6, 28, 4]",34,"[0.15974609553813934, 0.04967900738120079, 0.3017674386501312, 0.48295068740844727, 0.005856870207935572]"
recession,"[11, 4, 18, 4, 7, 7, 6, 12, 5]",34,"[0.40040791034698486, 0.21449096500873566, 0.20849664509296417, 0.13178633153438568, 0.04481819272041321]"
reform,"[11, 4, 22, 12, 11, 19]",34,"[0.18156826496124268, 0.4741566479206085, 0.07290543615818024, 0.24636104702949524, 0.02500857599079609]"
respiration,"[11, 4, 7, 3, 6, 11, 2, 8, 6, 12, 5]",34,"[0.18608301877975464, 0.11217066645622253, 0.11998903751373291, 0.5587311387062073, 0.02302611991763115]"
sovereignty,"[7, 12, 28, 4, 11, 4, 6, 17, 5, 8, 21]",34,"[0.19070865213871002, 0.12256304174661636, 0.4278085231781006, 0.2539263963699341, 0.0049933758564293385]"
supply and demand,"[7, 13, 3, 3, 14, 21, 31, 2, 5, 20, 31, 20, 4, 19, 2, 5, 20]",34,"[0.1923307329416275, 0.009625645354390144, 0.6943534016609192, 0.09433071315288544, 0.009359549731016159]"
symbiosis,"[7, 21, 19, 10, 6, 12, 7, 6, 7]",34,"[0.1753794103860855, 0.16588136553764343, 0.4684050381183624, 0.14190900325775146, 0.0484251044690609]"
tyranny,"[8, 21, 11, 2, 5, 5, 21]",34,"[0.17998436093330383, 0.09620351344347, 0.2830762565135956, 0.3831321597099304, 0.05760364234447479]"
urbanization,"[13, 11, 10, 2, 5, 6, 15, 2, 8, 6, 12, 5]",34,"[0.07833828032016754, 0.03205448389053345, 0.7362490892410278, 0.13436509668827057, 0.01899304799735546]"
velocity,"[28, 4, 14, 12, 18, 6, 8, 21]",34,"[0.15967561304569244, 0.3000430166721344, 0.21547915041446686, 0.2510029077529907, 0.073799267411232]"
bildungsroman,"[10, 6, 14, 20, 13, 5, 17, 7, 11, 12, 19, 2, 5]",34,"[0.1456758826971054, 0.09000863879919052, 0.6336725354194641, 0.1223515197634697, 0.008291421458125114]"
catharsis,"[18, 2, 8, 9, 2, 11, 7, 6, 7]",34,"[0.37376952171325684, 0.16126105189323425, 0.26864197850227356, 0.17120635509490967, 0.025121023878455162]"
didactic,"[20, 6, 20, 2, 18, 8, 6, 18]",34,"[0.12088292837142944, 0.2018614262342453, 0.3029455244541168, 0.2557200491428375, 0.11859001964330673]"
epistolary,"[4, 3, 6, 7, 8, 12, 14, 2, 11, 21]",34,"[0.26830336451530457, 0.35284727811813354, 0.04955644905567169, 0.2932751774787903, 0.03601773455739021]"
juxtaposition,"[23, 13, 27, 8, 2, 3, 12, 7, 6, 8, 6, 12, 5]",34,"[0.05197602137923241, 0.18010753393173218, 0.5172593593597412, 0.24619431793689728, 0.0044627743773162365]"
monologue,"[19, 12, 5, 12, 14, 12, 17, 13, 4]",34,"[0.14244307577610016, 0.09850624948740005, 0.08225250244140625, 0.6642665266990662, 0.012531687505543232]"
soliloquy,"[7, 12, 14, 6, 14, 12, 24, 13, 21]",34,"[0.12289810925722122, 0.21855217218399048, 0.029659826308488846, 0.5989142060279846, 0.02997567504644394]"
tragic flaw,"[8, 11, 2, 17, 6, 18, 31, 22, 14, 2, 26]",34,"[0.3221551477909088, 0.17709818482398987, 0.27769535779953003, 0.17819972336292267, 0.04485161229968071]"
attribution,"[2, 8, 8, 11, 6, 10, 13, 8, 6, 12, 5]",34,"[0.03689870238304138, 0.06143752112984657, 0.7139615416526794, 0.1803482472896576, 0.007353967055678368]"
benchmark,"[10, 4, 5, 18, 9, 19, 2, 11, 16]",34,"[0.19521893560886383, 0.3878419101238251, 0.15241612493991852, 0.11949589848518372, 0.14502710103988647]"
consequence,"[18, 12, 5, 7, 4, 24, 13, 4, 5, 18, 4]",34,"[0.15916766226291656, 0.04606882110238075, 0.12831932306289673, 0.6066188216209412, 0.05982525274157524]"
